Sample in Buffer,Sample in Window,TRIGGER,ap_idle,ap_ready,ap_done,ap_start_1,layer18_out_TREADY,layer18_out_TVALID,layer18_out_TDATA[15:0],input_layer_TREADY,input_layer_TVALID,input_layer_TDATA[7:0],sending_active,event_counter[9:0],byte_counter[6:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
359,1,0,0,0,0,1,1,0,0067,1,1,00,1,0ba,58
360,0,1,0,0,1,1,1,1,03c2,0,1,00,1,0bb,58
361,1,0,0,0,0,1,1,0,03c2,1,1,00,1,0bb,58
362,0,1,0,0,1,1,1,1,03cb,0,1,00,1,0bc,58
363,1,0,0,0,0,1,1,0,03cb,1,1,00,1,0bc,58
364,0,1,0,0,1,1,1,1,0364,0,1,00,1,0bd,58
365,1,0,0,0,0,1,1,0,0364,1,1,00,1,0bd,58
366,0,1,0,0,1,1,1,1,01bc,0,1,00,1,0be,58
367,1,0,0,0,0,1,1,0,01bc,1,1,00,1,0be,58
368,0,1,0,0,1,1,1,1,0007,0,1,00,1,0bf,58
369,1,0,0,0,0,1,1,0,0007,1,1,00,1,0bf,58
370,0,1,0,0,1,1,1,1,0003,0,1,00,1,0c0,58
371,1,0,0,0,0,1,1,0,0003,1,1,00,1,0c0,58
372,0,1,0,0,1,1,1,1,004b,0,1,00,1,0c1,58
373,1,0,0,0,0,1,1,0,004b,1,1,00,1,0c1,58
374,0,1,0,0,1,1,1,1,03c5,0,1,00,1,0c2,58
375,1,0,0,0,0,1,1,0,03c5,1,1,00,1,0c2,58
376,0,1,0,0,1,1,1,1,00f8,0,1,00,1,0c3,58
377,1,0,0,0,0,1,1,0,00f8,1,1,00,1,0c3,58
378,0,1,0,0,1,1,1,1,000d,0,1,00,1,0c4,58
379,1,0,0,0,0,1,1,0,000d,1,1,00,1,0c4,58
380,0,1,0,0,1,1,1,1,00f5,0,1,00,1,0c5,58
381,1,0,0,0,0,1,1,0,00f5,1,1,00,1,0c5,58
382,0,1,0,0,1,1,1,1,026a,0,1,00,1,0c6,58
383,1,0,0,0,0,1,1,0,026a,1,1,00,1,0c6,58
384,0,1,0,0,1,1,1,1,011c,0,1,00,1,0c7,58
385,1,0,0,0,0,1,1,0,011c,1,1,00,1,0c7,58
386,0,1,0,0,1,1,1,1,02a5,0,1,00,1,0c8,58
387,1,0,0,0,0,1,1,0,02a5,1,1,00,1,0c8,58
388,0,1,0,0,1,1,1,1,0001,0,1,00,1,0c9,58
389,1,0,0,0,0,1,1,0,0001,1,1,00,1,0c9,58
390,0,1,0,0,1,1,1,1,03f0,0,1,00,1,0ca,58
391,1,0,0,0,0,1,1,0,03f0,1,1,00,1,0ca,58
392,0,1,0,0,1,1,1,1,0000,0,1,00,1,0cb,58
393,1,0,0,0,0,1,1,0,0000,1,1,00,1,0cb,58
394,0,1,0,0,1,1,1,1,0000,0,1,00,1,0cc,58
395,1,0,0,0,0,1,1,0,0000,1,1,00,1,0cc,58
396,0,1,0,0,1,1,1,1,0004,0,1,00,1,0cd,58
397,1,0,0,0,0,1,1,0,0004,1,1,00,1,0cd,58
398,0,1,0,0,1,1,1,1,0290,0,1,00,1,0ce,58
399,1,0,0,0,0,1,1,0,0290,1,1,00,1,0ce,58
400,0,1,0,0,1,1,1,1,02be,0,1,00,1,0cf,58
401,1,0,0,0,0,1,1,0,02be,1,1,00,1,0cf,58
402,0,1,0,0,1,1,1,1,000a,0,1,00,1,0d0,58
403,1,0,0,0,0,1,1,0,000a,1,1,00,1,0d0,58
404,0,1,0,0,1,1,1,1,0382,0,1,00,1,0d1,58
405,1,0,0,0,0,1,1,0,0382,1,1,00,1,0d1,58
406,0,1,0,0,1,1,1,1,0003,0,1,00,1,0d2,58
407,1,0,0,0,0,1,1,0,0003,1,1,00,1,0d2,58
408,0,1,0,0,1,1,1,1,03dc,0,1,00,1,0d3,58
409,1,0,0,0,0,1,1,0,03dc,1,1,00,1,0d3,58
410,0,1,0,0,1,1,1,1,01cc,0,1,00,1,0d4,58
411,1,0,0,0,0,1,1,0,01cc,1,1,00,1,0d4,58
412,0,1,0,0,1,1,1,1,01b8,0,1,00,1,0d5,58
413,1,0,0,0,0,1,1,0,01b8,1,1,00,1,0d5,58
414,0,1,0,0,1,1,1,1,03f6,0,1,00,1,0d6,58
415,1,0,0,0,0,1,1,0,03f6,1,1,00,1,0d6,58
416,0,1,0,0,1,1,1,1,0397,0,1,00,1,0d7,58
417,1,0,0,0,0,1,1,0,0397,1,1,00,1,0d7,58
418,0,1,0,0,1,1,1,1,01fc,0,1,00,1,0d8,58
419,1,0,0,0,0,1,1,0,01fc,1,1,00,1,0d8,58
420,0,1,0,0,1,1,1,1,03de,0,1,00,1,0d9,58
421,1,0,0,0,0,1,1,0,03de,1,1,00,1,0d9,58
422,0,1,0,0,1,1,1,1,03b7,0,1,00,1,0da,58
423,1,0,0,0,0,1,1,0,03b7,1,1,00,1,0da,58
424,0,1,0,0,1,1,1,1,0002,0,1,00,1,0db,58
425,1,0,0,0,0,1,1,0,0002,1,1,00,1,0db,58
426,0,1,0,0,1,1,1,1,0012,0,1,00,1,0dc,58
427,1,0,0,0,0,1,1,0,0012,1,1,00,1,0dc,58
428,0,1,0,0,1,1,1,1,028c,0,1,00,1,0dd,58
429,1,0,0,0,0,1,1,0,028c,1,1,00,1,0dd,58
430,0,1,0,0,1,1,1,1,0203,0,1,00,1,0de,58
431,1,0,0,0,0,1,1,0,0203,1,1,00,1,0de,58
432,0,1,0,0,1,1,1,1,03e1,0,1,00,1,0df,58
433,1,0,0,0,0,1,1,0,03e1,1,1,00,1,0df,58
434,0,1,0,0,1,1,1,1,0088,0,1,00,1,0e0,58
435,1,0,0,0,0,1,1,0,0088,1,1,00,1,0e0,58
436,0,1,0,0,1,1,1,1,03ee,0,1,00,1,0e1,58
437,1,0,0,0,0,1,1,0,03ee,1,1,00,1,0e1,58
438,0,1,0,0,1,1,1,1,0002,0,1,00,1,0e2,58
439,1,0,0,0,0,1,1,0,0002,1,1,00,1,0e2,58
440,0,1,0,0,1,1,1,1,03e2,0,1,00,1,0e3,58
441,1,0,0,0,0,1,1,0,03e2,1,1,00,1,0e3,58
442,0,1,0,0,1,1,1,1,0001,0,1,00,1,0e4,58
443,1,0,0,0,0,1,1,0,0001,1,1,00,1,0e4,58
444,0,1,0,0,1,1,1,1,0313,0,1,00,1,0e5,58
445,1,0,0,0,0,1,1,0,0313,1,1,00,1,0e5,58
446,0,1,0,0,1,1,1,1,0099,0,1,00,1,0e6,58
447,1,0,0,0,0,1,1,0,0099,1,1,00,1,0e6,58
448,0,1,0,0,1,1,1,1,0375,0,1,00,1,0e7,58
449,1,0,0,0,0,1,1,0,0375,1,1,00,1,0e7,58
450,0,1,0,0,1,1,1,1,00d9,0,1,00,1,0e8,58
451,1,0,0,0,0,1,1,0,00d9,1,1,00,1,0e8,58
452,0,1,0,0,1,1,1,1,0213,0,1,00,1,0e9,58
453,1,0,0,0,0,1,1,0,0213,1,1,00,1,0e9,58
454,0,1,0,0,1,1,1,1,0103,0,1,00,1,0ea,58
455,1,0,0,0,0,1,1,0,0103,1,1,00,1,0ea,58
456,0,1,0,0,1,1,1,1,018d,0,1,00,1,0eb,58
457,1,0,0,0,0,1,1,0,018d,1,1,00,1,0eb,58
458,0,1,0,0,1,1,1,1,0063,0,1,00,1,0ec,58
459,1,0,0,0,0,1,1,0,0063,1,1,00,1,0ec,58
460,0,1,0,0,1,1,1,1,0001,0,1,00,1,0ed,58
461,1,0,0,0,0,1,1,0,0001,1,1,00,1,0ed,58
462,0,1,0,0,1,1,1,1,0009,0,1,00,1,0ee,58
463,1,0,0,0,0,1,1,0,0009,1,1,00,1,0ee,58
464,0,1,0,0,1,1,1,1,0387,0,1,00,1,0ef,58
465,1,0,0,0,0,1,1,0,0387,1,1,00,1,0ef,58
466,0,1,0,0,1,1,1,1,03dd,0,1,00,1,0f0,58
467,1,0,0,0,0,1,1,0,03dd,1,1,00,1,0f0,58
468,0,1,0,0,1,1,1,1,020b,0,1,00,1,0f1,58
469,1,0,0,0,0,1,1,0,020b,1,1,00,1,0f1,58
470,0,1,0,0,1,1,1,1,0326,0,1,00,1,0f2,58
471,1,0,0,0,0,1,1,0,0326,1,1,00,1,0f2,58
472,0,1,0,0,1,1,1,1,0199,0,1,00,1,0f3,58
473,1,0,0,0,0,1,1,0,0199,1,1,00,1,0f3,58
474,0,1,0,0,1,1,1,1,03d1,0,1,00,1,0f4,58
475,1,0,0,0,0,1,1,0,03d1,1,1,00,1,0f4,58
476,0,1,0,0,1,1,1,1,0130,0,1,00,1,0f5,58
477,1,0,0,0,0,1,1,0,0130,1,1,00,1,0f5,58
478,0,1,0,0,1,1,1,1,0120,0,1,00,1,0f6,58
479,1,0,0,0,0,1,1,0,0120,1,1,00,1,0f6,58
480,0,1,0,0,1,1,1,1,00d1,0,1,00,1,0f7,58
481,1,0,0,0,0,1,1,0,00d1,1,1,00,1,0f7,58
482,0,1,0,0,1,1,1,1,0288,0,1,00,1,0f8,58
483,1,0,0,0,0,1,1,0,0288,1,1,00,1,0f8,58
484,0,1,0,0,1,1,1,1,0001,0,1,00,1,0f9,58
485,1,0,0,0,0,1,1,0,0001,1,1,00,1,0f9,58
486,0,1,0,0,1,1,1,1,0156,0,1,00,1,0fa,58
487,1,0,0,0,0,1,1,0,0156,1,1,00,1,0fa,58
488,0,1,0,0,1,1,1,1,0000,0,1,00,1,0fb,58
489,1,0,0,0,0,1,1,0,0000,1,1,00,1,0fb,58
490,0,1,0,0,1,1,1,1,0047,0,1,00,1,0fc,58
491,1,0,0,0,0,1,1,0,0047,1,1,00,1,0fc,58
492,0,1,0,0,1,1,1,1,0360,0,1,00,1,0fd,58
493,1,0,0,0,0,1,1,0,0360,1,1,00,1,0fd,58
494,0,1,0,0,1,1,1,1,0326,0,1,00,1,0fe,58
495,1,0,0,0,0,1,1,0,0326,1,1,00,1,0fe,58
496,0,1,0,0,1,1,1,1,026a,0,1,00,1,0ff,58
497,1,0,0,0,0,1,1,0,026a,1,1,00,1,0ff,58
498,0,1,0,0,1,1,1,1,0002,0,1,00,1,100,58
499,1,0,0,0,0,1,1,0,0002,1,1,00,1,100,58
500,0,1,0,0,1,1,1,1,03e6,0,1,00,1,101,58
501,1,0,0,0,0,1,1,0,03e6,1,1,00,1,101,58
502,0,1,0,0,1,1,1,1,03c7,0,1,00,1,102,58
503,1,0,0,0,0,1,1,0,03c7,1,1,00,1,102,58
504,0,1,0,0,1,1,1,1,0000,0,1,00,1,103,58
505,1,0,0,0,0,1,1,0,0000,1,1,00,1,103,58
506,0,1,0,0,1,1,1,1,03dc,0,1,00,1,104,58
507,1,0,0,0,0,1,1,0,03dc,1,1,00,1,104,58
508,0,1,0,0,1,1,1,1,0001,0,1,00,1,105,58
509,1,0,0,0,0,1,1,0,0001,1,1,00,1,105,58
510,0,1,0,0,1,1,1,1,0002,0,1,00,1,106,58
511,1,0,0,0,0,1,1,0,0002,1,1,00,1,106,58
512,0,1,0,0,1,1,1,1,02a2,0,1,00,1,107,58
513,1,0,0,0,0,1,1,0,02a2,1,1,00,1,107,58
514,0,1,0,0,1,1,1,1,0350,0,1,00,1,108,58
515,1,0,0,0,0,1,1,0,0350,1,1,00,1,108,58
516,0,1,0,0,1,1,1,1,036c,0,1,00,1,109,58
517,1,0,0,0,0,1,1,0,036c,1,1,00,1,109,58
518,0,1,0,0,1,1,1,1,0011,0,1,00,1,10a,58
519,1,0,0,0,0,1,1,0,0011,1,1,00,1,10a,58
520,0,1,0,0,1,1,1,1,01ec,0,1,00,1,10b,58
521,1,0,0,0,0,1,1,0,01ec,1,1,00,1,10b,58
522,0,1,0,0,1,1,1,1,0000,0,1,00,1,10c,58
523,1,0,0,0,0,1,1,0,0000,1,1,00,1,10c,58
524,0,1,0,0,1,1,1,1,03ae,0,1,00,1,10d,58
525,1,0,0,0,0,1,1,0,03ae,1,1,00,1,10d,58
526,0,1,0,0,1,1,1,1,03b9,0,1,00,1,10e,58
527,1,0,0,0,0,1,1,0,03b9,1,1,00,1,10e,58
528,0,1,0,0,1,1,1,1,0133,0,1,00,1,10f,58
529,1,0,0,0,0,1,1,0,0133,1,1,00,1,10f,58
530,0,1,0,0,1,1,1,1,0000,0,1,00,1,110,58
531,1,0,0,0,0,1,1,0,0000,1,1,00,1,110,58
532,0,1,0,0,1,1,1,1,01bc,0,1,00,1,111,58
533,1,0,0,0,0,1,1,0,01bc,1,1,00,1,111,58
534,0,1,0,0,1,1,1,1,0035,0,1,00,1,112,58
535,1,0,0,0,0,1,1,0,0035,1,1,00,1,112,58
536,0,1,0,0,1,1,1,1,03e9,0,1,00,1,113,58
537,1,0,0,0,0,1,1,0,03e9,1,1,00,1,113,58
538,0,1,0,0,1,1,1,1,03d1,0,1,00,1,114,58
539,1,0,0,0,0,1,1,0,03d1,1,1,00,1,114,58
540,0,1,0,0,1,1,1,1,038f,0,1,00,1,115,58
541,1,0,0,0,0,1,1,0,038f,1,1,00,1,115,58
542,0,1,0,0,1,1,1,1,0148,0,1,00,1,116,58
543,1,0,0,0,0,1,1,0,0148,1,1,00,1,116,58
544,0,1,0,0,1,1,1,1,03e8,0,1,00,1,117,58
545,1,0,0,0,0,1,1,0,03e8,1,1,00,1,117,58
546,0,1,0,0,1,1,1,1,0103,0,1,00,1,118,58
547,1,0,0,0,0,1,1,0,0103,1,1,00,1,118,58
548,0,1,0,0,1,1,1,1,00d3,0,1,00,1,119,58
549,1,0,0,0,0,1,1,0,00d3,1,1,00,1,119,58
550,0,1,0,0,1,1,1,1,0003,0,1,00,1,11a,58
551,1,0,0,0,0,1,1,0,0003,1,1,00,1,11a,58
552,0,1,0,0,1,1,1,1,0029,0,1,00,1,11b,58
553,1,0,0,0,0,1,1,0,0029,1,1,00,1,11b,58
554,0,1,0,0,1,1,1,1,00bd,0,1,00,1,11c,58
555,1,0,0,0,0,1,1,0,00bd,1,1,00,1,11c,58
556,0,1,0,0,1,1,1,1,03bf,0,1,00,1,11d,58
557,1,0,0,0,0,1,1,0,03bf,1,1,00,1,11d,58
558,0,1,0,0,1,1,1,1,0093,0,1,00,1,11e,58
559,1,0,0,0,0,1,1,0,0093,1,1,00,1,11e,58
560,0,1,0,0,1,1,1,1,03a1,0,1,00,1,11f,58
561,1,0,0,0,0,1,1,0,03a1,1,1,00,1,11f,58
562,0,1,0,0,1,1,1,1,01c8,0,1,00,1,120,58
563,1,0,0,0,0,1,1,0,01c8,1,1,00,1,120,58
564,0,1,0,0,1,1,1,1,0366,0,1,00,1,121,58
565,1,0,0,0,0,1,1,0,0366,1,1,00,1,121,58
566,0,1,0,0,1,1,1,1,01e8,0,1,00,1,122,58
567,1,0,0,0,0,1,1,0,01e8,1,1,00,1,122,58
568,0,1,0,0,1,1,1,1,03f1,0,1,00,1,123,58
569,1,0,0,0,0,1,1,0,03f1,1,1,00,1,123,58
570,0,1,0,0,1,1,1,1,03e7,0,1,00,1,124,58
571,1,0,0,0,0,1,1,0,03e7,1,1,00,1,124,58
572,0,1,0,0,1,1,1,1,0385,0,1,00,1,125,58
573,1,0,0,0,0,1,1,0,0385,1,1,00,1,125,58
574,0,1,0,0,1,1,1,1,0368,0,1,00,1,126,58
575,1,0,0,0,0,1,1,0,0368,1,1,00,1,126,58
576,0,1,0,0,1,1,1,1,0003,0,1,00,1,127,58
577,1,0,0,0,0,1,1,0,0003,1,1,00,1,127,58
578,0,1,0,0,1,1,1,1,0130,0,1,00,1,128,58
579,1,0,0,0,0,1,1,0,0130,1,1,00,1,128,58
580,0,1,0,0,1,1,1,1,000b,0,1,00,1,129,58
581,1,0,0,0,0,1,1,0,000b,1,1,00,1,129,58
582,0,1,0,0,1,1,1,1,01c4,0,1,00,1,12a,58
583,1,0,0,0,0,1,1,0,01c4,1,1,00,1,12a,58
584,0,1,0,0,1,1,1,1,007b,0,1,00,1,12b,58
585,1,0,0,0,0,1,1,0,007b,1,1,00,1,12b,58
586,0,1,0,0,1,1,1,1,03e0,0,1,00,1,12c,58
587,1,0,0,0,0,1,1,0,03e0,1,1,00,1,12c,58
588,0,1,0,0,1,1,1,1,015a,0,1,00,1,12d,58
589,1,0,0,0,0,1,1,0,015a,1,1,00,1,12d,58
590,0,1,0,0,1,1,1,1,0106,0,1,00,1,12e,58
591,1,0,0,0,0,1,1,0,0106,1,1,00,1,12e,58
592,0,1,0,0,1,1,1,1,003a,0,1,00,1,12f,58
593,1,0,0,0,0,1,1,0,003a,1,1,00,1,12f,58
594,0,1,0,0,1,1,1,1,0145,0,1,00,1,130,58
595,1,0,0,0,0,1,1,0,0145,1,1,00,1,130,58
596,0,1,0,0,1,1,1,1,0011,0,1,00,1,131,58
597,1,0,0,0,0,1,1,0,0011,1,1,00,1,131,58
598,0,1,0,0,1,1,1,1,03a3,0,1,00,1,132,58
599,1,0,0,0,0,1,1,0,03a3,1,1,00,1,132,58
600,0,1,0,0,1,1,1,1,0003,0,1,00,1,133,58
601,1,0,0,0,0,1,1,0,0003,1,1,00,1,133,58
602,0,1,0,0,1,1,1,1,039a,0,1,00,1,134,58
603,1,0,0,0,0,1,1,0,039a,1,1,00,1,134,58
604,0,1,0,0,1,1,1,1,0321,0,1,00,1,135,58
605,1,0,0,0,0,1,1,0,0321,1,1,00,1,135,58
606,0,1,0,0,1,1,1,1,0353,0,1,00,1,136,58
607,1,0,0,0,0,1,1,0,0353,1,1,00,1,136,58
608,0,1,0,0,1,1,1,1,00cc,0,1,00,1,137,58
609,1,0,0,0,0,1,1,0,00cc,1,1,00,1,137,58
610,0,1,0,0,1,1,1,1,0382,0,1,00,1,138,58
611,1,0,0,0,0,1,1,0,0382,1,1,00,1,138,58
612,0,1,0,0,1,1,1,1,03e8,0,1,00,1,139,58
613,1,0,0,0,0,1,1,0,03e8,1,1,00,1,139,58
614,0,1,0,0,1,1,1,1,0001,0,1,00,1,13a,58
615,1,0,0,0,0,1,1,0,0001,1,1,00,1,13a,58
616,0,1,0,0,1,1,1,1,017e,0,1,00,1,13b,58
617,1,0,0,0,0,1,1,0,017e,1,1,00,1,13b,58
618,0,1,0,0,1,1,1,1,0000,0,1,00,1,13c,58
619,1,0,0,0,0,1,1,0,0000,1,1,00,1,13c,58
620,0,1,0,0,1,1,1,1,0003,0,1,00,1,13d,58
621,1,0,0,0,0,1,1,0,0003,1,1,00,1,13d,58
622,0,1,0,0,1,1,1,1,0379,0,1,00,1,13e,58
623,1,0,0,0,0,1,1,0,0379,1,1,00,1,13e,58
624,0,1,0,0,1,1,1,1,0387,0,1,00,1,13f,58
625,1,0,0,0,0,1,1,0,0387,1,1,00,1,13f,58
626,0,1,0,0,1,1,1,1,03d6,0,1,00,1,140,58
627,1,0,0,0,0,1,1,0,03d6,1,1,00,1,140,58
628,0,1,0,0,1,1,1,1,03b2,0,1,00,1,141,58
629,1,0,0,0,0,1,1,0,03b2,1,1,00,1,141,58
630,0,1,0,0,1,1,1,1,03d0,0,1,00,1,142,58
631,1,0,0,0,0,1,1,0,03d0,1,1,00,1,142,58
632,0,1,0,0,1,1,1,1,00bd,0,1,00,1,143,58
633,1,0,0,0,0,1,1,0,00bd,1,1,00,1,143,58
634,0,1,0,0,1,1,1,1,02c8,0,1,00,1,144,58
635,1,0,0,0,0,1,1,0,02c8,1,1,00,1,144,58
636,0,1,0,0,1,1,1,1,03ef,0,1,00,1,145,58
637,1,0,0,0,0,1,1,0,03ef,1,1,00,1,145,58
638,0,1,0,0,1,1,1,1,03e4,0,1,00,1,146,58
639,1,0,0,0,0,1,1,0,03e4,1,1,00,1,146,58
640,0,1,0,0,1,1,1,1,010a,0,1,00,1,147,58
641,1,0,0,0,0,1,1,0,010a,1,1,00,1,147,58
642,0,1,0,0,1,1,1,1,00b6,0,1,00,1,148,58
643,1,0,0,0,0,1,1,0,00b6,1,1,00,1,148,58
644,0,1,0,0,1,1,1,1,0007,0,1,00,1,149,58
645,1,0,0,0,0,1,1,0,0007,1,1,00,1,149,58
646,0,1,0,0,1,1,1,1,03aa,0,1,00,1,14a,58
647,1,0,0,0,0,1,1,0,03aa,1,1,00,1,14a,58
648,0,1,0,0,1,1,1,1,0001,0,1,00,1,14b,58
649,1,0,0,0,0,1,1,0,0001,1,1,00,1,14b,58
650,0,1,0,0,1,1,1,1,0053,0,1,00,1,14c,58
651,1,0,0,0,0,1,1,0,0053,1,1,00,1,14c,58
652,0,1,0,0,1,1,1,1,02fc,0,1,00,1,14d,58
653,1,0,0,0,0,1,1,0,02fc,1,1,00,1,14d,58
654,0,1,0,0,1,1,1,1,03e3,0,1,00,1,14e,58
655,1,0,0,0,0,1,1,0,03e3,1,1,00,1,14e,58
656,0,1,0,0,1,1,1,1,0063,0,1,00,1,14f,58
657,1,0,0,0,0,1,1,0,0063,1,1,00,1,14f,58
658,0,1,0,0,1,1,1,1,02ff,0,1,00,1,150,58
659,1,0,0,0,0,1,1,0,02ff,1,1,00,1,150,58
660,0,1,0,0,1,1,1,1,009f,0,1,00,1,151,58
661,1,0,0,0,0,1,1,0,009f,1,1,00,1,151,58
662,0,1,0,0,1,1,1,1,0080,0,1,00,1,152,58
663,1,0,0,0,0,1,1,0,0080,1,1,00,1,152,58
664,0,1,0,0,1,1,1,1,0375,0,1,00,1,153,58
665,1,0,0,0,0,1,1,0,0375,1,1,00,1,153,58
666,0,1,0,0,1,1,1,1,01a4,0,1,00,1,154,58
667,1,0,0,0,0,1,1,0,01a4,1,1,00,1,154,58
668,0,1,0,0,1,1,1,1,0395,0,1,00,1,155,58
669,1,0,0,0,0,1,1,0,0395,1,1,00,1,155,58
670,0,1,0,0,1,1,1,1,0004,0,1,00,1,156,58
671,1,0,0,0,0,1,1,0,0004,1,1,00,1,156,58
672,0,1,0,0,1,1,1,1,03f6,0,1,00,1,157,58
673,1,0,0,0,0,1,1,0,03f6,1,1,00,1,157,58
674,0,1,0,0,1,1,1,1,0213,0,1,00,1,158,58
675,1,0,0,0,0,1,1,0,0213,1,1,00,1,158,58
676,0,1,0,0,1,1,1,1,0375,0,1,00,1,159,58
677,1,0,0,0,0,1,1,0,0375,1,1,00,1,159,58
678,0,1,0,0,1,1,1,1,03e6,0,1,00,1,15a,58
679,1,0,0,0,0,1,1,0,03e6,1,1,00,1,15a,58
680,0,1,0,0,1,1,1,1,0000,0,1,00,1,15b,58
681,1,0,0,0,0,1,1,0,0000,1,1,00,1,15b,58
682,0,1,0,0,1,1,1,1,03a8,0,1,00,1,15c,58
683,1,0,0,0,0,1,1,0,03a8,1,1,00,1,15c,58
684,0,1,0,0,1,1,1,1,0052,0,1,00,1,15d,58
685,1,0,0,0,0,1,1,0,0052,1,1,00,1,15d,58
686,0,1,0,0,1,1,1,1,032e,0,1,00,1,15e,58
687,1,0,0,0,0,1,1,0,032e,1,1,00,1,15e,58
688,0,1,0,0,1,1,1,1,0397,0,1,00,1,15f,58
689,1,0,0,0,0,1,1,0,0397,1,1,00,1,15f,58
690,0,1,0,0,1,1,1,1,019d,0,1,00,1,160,58
691,1,0,0,0,0,1,1,0,019d,1,1,00,1,160,58
692,0,1,0,0,1,1,1,1,02cc,0,1,00,1,161,58
693,1,0,0,0,0,1,1,0,02cc,1,1,00,1,161,58
694,0,1,0,0,1,1,1,1,03b5,0,1,00,1,162,58
695,1,0,0,0,0,1,1,0,03b5,1,1,00,1,162,58
696,0,1,0,0,1,1,1,1,03dc,0,1,00,1,163,58
697,1,0,0,0,0,1,1,0,03dc,1,1,00,1,163,58
698,0,1,0,0,1,1,1,1,03f0,0,1,00,1,164,58
699,1,0,0,0,0,1,1,0,03f0,1,1,00,1,164,58
700,0,1,0,0,1,1,1,1,0359,0,1,00,1,165,58
701,1,0,0,0,0,1,1,0,0359,1,1,00,1,165,58
702,0,1,0,0,1,1,1,1,0001,0,1,00,1,166,58
703,1,0,0,0,0,1,1,0,0001,1,1,00,1,166,58
704,0,1,0,0,1,1,1,1,0161,0,1,00,1,167,58
705,1,0,0,0,0,1,1,0,0161,1,1,00,1,167,58
706,0,1,0,0,1,1,1,1,0123,0,1,00,1,168,58
707,1,0,0,0,0,1,1,0,0123,1,1,00,1,168,58
708,0,1,0,0,1,1,1,1,03f2,0,1,00,1,169,58
709,1,0,0,0,0,1,1,0,03f2,1,1,00,1,169,58
710,0,1,0,0,1,1,1,1,0279,0,1,00,1,16a,58
711,1,0,0,0,0,1,1,0,0279,1,1,00,1,16a,58
712,0,1,0,0,1,1,1,1,0161,0,1,00,1,16b,58
713,1,0,0,0,0,1,1,0,0161,1,1,00,1,16b,58
714,0,1,0,0,1,1,1,1,00d9,0,1,00,1,16c,58
715,1,0,0,0,0,1,1,0,00d9,1,1,00,1,16c,58
716,0,1,0,0,1,1,1,1,021b,0,1,00,1,16d,58
717,1,0,0,0,0,1,1,0,021b,1,1,00,1,16d,58
718,0,1,0,0,1,1,1,1,0001,0,1,00,1,16e,58
719,1,0,0,0,0,1,1,0,0001,1,1,00,1,16e,58
720,0,1,0,0,1,1,1,1,000a,0,1,00,1,16f,58
721,1,0,0,0,0,1,1,0,000a,1,1,00,1,16f,58
722,0,1,0,0,1,1,1,1,0177,0,1,00,1,170,58
723,1,0,0,0,0,1,1,0,0177,1,1,00,1,170,58
724,0,1,0,0,1,1,1,1,002b,0,1,00,1,171,58
725,1,0,0,0,0,1,1,0,002b,1,1,00,1,171,58
726,0,1,0,0,1,1,1,1,03b7,0,1,00,1,172,58
727,1,0,0,0,0,1,1,0,03b7,1,1,00,1,172,58
728,0,1,0,0,1,1,1,1,0397,0,1,00,1,173,58
729,1,0,0,0,0,1,1,0,0397,1,1,00,1,173,58
730,0,1,0,0,1,1,1,1,0126,0,1,00,1,174,58
731,1,0,0,0,0,1,1,0,0126,1,1,00,1,174,58
732,0,1,0,0,1,1,1,1,023f,0,1,00,1,175,58
733,1,0,0,0,0,1,1,0,023f,1,1,00,1,175,58
734,0,1,0,0,1,1,1,1,010d,0,1,00,1,176,58
735,1,0,0,0,0,1,1,0,010d,1,1,00,1,176,58
736,0,1,0,0,1,1,1,1,001a,0,1,00,1,177,58
737,1,0,0,0,0,1,1,0,001a,1,1,00,1,177,58
738,0,1,0,0,1,1,1,1,0374,0,1,00,1,178,58
739,1,0,0,0,0,1,1,0,0374,1,1,00,1,178,58
740,0,1,0,0,1,1,1,1,03b1,0,1,00,1,179,58
741,1,0,0,0,0,1,1,0,03b1,1,1,00,1,179,58
742,0,1,0,0,1,1,1,1,00d1,0,1,00,1,17a,58
743,1,0,0,0,0,1,1,0,00d1,1,1,00,1,17a,58
744,0,1,0,0,1,1,1,1,017b,0,1,00,1,17b,58
745,1,0,0,0,0,1,1,0,017b,1,1,00,1,17b,58
746,0,1,0,0,1,1,1,1,0006,0,1,00,1,17c,58
747,1,0,0,0,0,1,1,0,0006,1,1,00,1,17c,58
748,0,1,0,0,1,1,1,1,00f8,0,1,00,1,17d,58
749,1,0,0,0,0,1,1,0,00f8,1,1,00,1,17d,58
750,0,1,0,0,1,1,1,1,0233,0,1,00,1,17e,58
751,1,0,0,0,0,1,1,0,0233,1,1,00,1,17e,58
752,0,1,0,0,1,1,1,1,03f5,0,1,00,1,17f,58
753,1,0,0,0,0,1,1,0,03f5,1,1,00,1,17f,58
754,0,1,0,0,1,1,1,1,02cc,0,1,00,1,180,58
755,1,0,0,0,0,1,1,0,02cc,1,1,00,1,180,58
756,0,1,0,0,1,1,1,1,03d7,0,1,00,1,181,58
757,1,0,0,0,0,1,1,0,03d7,1,1,00,1,181,58
758,0,1,0,0,1,1,1,1,0021,0,1,00,1,182,58
759,1,0,0,0,0,1,1,0,0021,1,1,00,1,182,58
